date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:35:33	8134/8134	---M--	200	added ('OK')	application/javascript	date:Sun,%2006%20Nov%202022%2023:52:44%20GMT	https://demo-joomla.chipblue.net/elito/media/system/js/messages-es5.min.js?70b6651d6deab46dc8a25f03338f66f540cc62e2	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/media/system/js/messages-es5.minfb0f.js	(from https://demo-joomla.chipblue.net/elito/)
11:35:35	5419/5419	---M--	200	added ('OK')	application/javascript	date:Sun,%2006%20Nov%202022%2023:52:44%20GMT	https://demo-joomla.chipblue.net/elito/media/system/js/messages.min.js?7425e8d1cb9e4f061d5e30271d6d99b085344117	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/media/system/js/messages.minae9f.js	(from https://demo-joomla.chipblue.net/elito/)
11:35:37	95786/95786	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-1762a%22	https://code.jquery.com/jquery-latest.pack.js	D:/CyberCam/Portfolio/code.jquery.com/jquery-latest.pack.js	(from https://demo-joomla.chipblue.net/elito/)
11:35:40	16450/16450	---M--	200	added ('OK')	text/css	date:Tue,%2014%20Aug%202018%2011:06:12%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/themify-icons.css	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/css/themify-icons.css	(from https://demo-joomla.chipblue.net/elito/)
11:35:42	29062/29062	---M--	200	added ('OK')	text/css	date:Mon,%2025%20Jul%202016%2014:45:48%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/font-awesome.min.css	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/css/font-awesome.min.css	(from https://demo-joomla.chipblue.net/elito/)
11:35:45	2535/2535	---M--	200	added ('OK')	text/css	date:Mon,%2011%20Apr%202022%2017:26:26%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/flaticon.css	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/css/flaticon.css	(from https://demo-joomla.chipblue.net/elito/)
11:35:48	155631/155631	---M--	200	added ('OK')	text/css	date:Mon,%2011%20Apr%202022%2017:33:08%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/bootstrap.min.css	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/css/bootstrap.min.css	(from https://demo-joomla.chipblue.net/elito/)
11:35:48	6951/6951	---M--	200	added ('OK')	text/css	date:Sat,%2020%20Feb%202016%2002:06:30%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/magnific-popup.css	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/css/magnific-popup.css	(from https://demo-joomla.chipblue.net/elito/)
11:35:53	77954/77954	---M--	200	added ('OK')	text/css	date:Wed,%2016%20Mar%202022%2011:51:32%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/animate.css	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/css/animate.css	(from https://demo-joomla.chipblue.net/elito/)
11:35:54	4614/4614	---M--	200	added ('OK')	text/css	date:Thu,%2026%20Jun%202014%2020:51:42%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/owl.carousel.css	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/css/owl.carousel.css	(from https://demo-joomla.chipblue.net/elito/)
11:35:56	1055/1055	---M--	200	added ('OK')	text/css	date:Mon,%2004%20Apr%202016%2005:33:38%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/owl.theme.css	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/css/owl.theme.css	(from https://demo-joomla.chipblue.net/elito/)
11:35:59	1729/1729	---M--	200	added ('OK')	text/css	date:Fri,%2006%20May%202016%2006:35:48%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/slick.css	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/css/slick.css	(from https://demo-joomla.chipblue.net/elito/)
11:36:01	3158/3158	---M--	200	added ('OK')	text/css	date:Tue,%2009%20May%202017%2010:30:06%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/slick-theme.css	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/css/slick-theme.css	(from https://demo-joomla.chipblue.net/elito/)
11:36:03	19005/19005	---M--	200	added ('OK')	text/css	date:Wed,%2016%20Mar%202022%2017:41:24%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/swiper.min.css	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/css/swiper.min.css	(from https://demo-joomla.chipblue.net/elito/)
11:36:05	4007/4007	---M--	200	added ('OK')	text/css	date:Sun,%2008%20May%202016%2016:32:24%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/nice-select.css	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/css/nice-select.css	(from https://demo-joomla.chipblue.net/elito/)
11:36:08	4638/4638	---M--	200	added ('OK')	text/css	date:Thu,%2001%20Dec%202016%2015:16:38%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/owl.transitions.css	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/css/owl.transitions.css	(from https://demo-joomla.chipblue.net/elito/)
11:36:11	5053/5053	---M--	200	added ('OK')	text/css	date:Sat,%2028%20Jan%202017%2011:07:04%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/jquery.fancybox.css	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/css/jquery.fancybox.css	(from https://demo-joomla.chipblue.net/elito/)
11:36:14	3652/3652	---M--	200	added ('OK')	text/css	date:Thu,%2016%20May%202019%2011:41:10%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/odometer-theme-default.css	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/css/odometer-theme-default.css	(from https://demo-joomla.chipblue.net/elito/)
11:36:20	190488/190488	---M--	200	added ('OK')	text/css	date:Tue,%2012%20Apr%202022%2016:24:24%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/sass/style.css	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/sass/style.css	(from https://demo-joomla.chipblue.net/elito/)
11:36:20	1214/1214	---M--	200	added ('OK')	text/css	date:Sat,%2014%20Jan%202023%2018:15:10%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/custom.css	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/css/custom.css	(from https://demo-joomla.chipblue.net/elito/)
11:36:23	3720/3720	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Apr%202022%2011:53:34%20GMT	https://demo-joomla.chipblue.net/elito/images/preloader.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/preloader.png	(from https://demo-joomla.chipblue.net/elito/)
11:36:26	3720/3720	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Apr%202022%2011:53:34%20GMT	https://demo-joomla.chipblue.net/elito/images/logo.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/logo.png	(from https://demo-joomla.chipblue.net/elito/)
11:36:30	36392/36392	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Dec%202023%2004:36:23%20GMT	https://demo-joomla.chipblue.net/elito/index.php	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/index-2.html	(from https://demo-joomla.chipblue.net/elito/)
11:36:32	36597/36597	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Dec%202023%2004:36:26%20GMT	https://demo-joomla.chipblue.net/elito/index.php/home/home-2	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/index.php/home/home-2.html	(from https://demo-joomla.chipblue.net/elito/)
11:36:34	22824/22824	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Dec%202023%2004:36:28%20GMT	https://demo-joomla.chipblue.net/elito/index.php/about	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/index.php/about.html	(from https://demo-joomla.chipblue.net/elito/)
11:36:37	18817/18817	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Dec%202023%2004:36:31%20GMT	https://demo-joomla.chipblue.net/elito/index.php/services	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/index.php/services.html	(from https://demo-joomla.chipblue.net/elito/)
11:36:39	16348/16348	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Dec%202023%2004:36:34%20GMT	https://demo-joomla.chipblue.net/elito/index.php/portfolio	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/index.php/portfolio.html	(from https://demo-joomla.chipblue.net/elito/)
11:36:43	21195/21195	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Dec%202023%2004:36:36%20GMT	https://demo-joomla.chipblue.net/elito/index.php/blog	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/index.php/blog.html	(from https://demo-joomla.chipblue.net/elito/)
11:36:46	21461/21461	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Dec%202023%2004:36:40%20GMT	https://demo-joomla.chipblue.net/elito/index.php/contact	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/index.php/contact.html	(from https://demo-joomla.chipblue.net/elito/)
11:36:50	49655/49655	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Apr%202022%2015:04:10%20GMT	https://demo-joomla.chipblue.net/elito/images/cv.jpg	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/cv.jpg	(from https://demo-joomla.chipblue.net/elito/)
11:36:54	72399/72399	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Apr%202022%2015:01:10%20GMT	https://demo-joomla.chipblue.net/elito/images/slider/1.jpg	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/slider/1.jpg	(from https://demo-joomla.chipblue.net/elito/)
11:36:55	2470/2470	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2003%20Apr%202022%2015:37:48%20GMT	https://demo-joomla.chipblue.net/elito/images/icon/photoshop.svg	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/icon/photoshop.svg	(from https://demo-joomla.chipblue.net/elito/)
11:36:58	1028/1028	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2003%20Apr%202022%2015:38:26%20GMT	https://demo-joomla.chipblue.net/elito/images/icon/illustrator.svg	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/icon/illustrator.svg	(from https://demo-joomla.chipblue.net/elito/)
11:37:02	1233/1233	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2003%20Apr%202022%2015:38:38%20GMT	https://demo-joomla.chipblue.net/elito/images/icon/diamond.svg	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/icon/diamond.svg	(from https://demo-joomla.chipblue.net/elito/)
11:37:05	2751/2751	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Apr%202022%2015:01:10%20GMT	https://demo-joomla.chipblue.net/elito/images/slider/line-1.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/slider/line-1.png	(from https://demo-joomla.chipblue.net/elito/)
11:37:08	5551/5551	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Apr%202022%2015:01:10%20GMT	https://demo-joomla.chipblue.net/elito/images/slider/line-2.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/slider/line-2.png	(from https://demo-joomla.chipblue.net/elito/)
11:37:12	23351/23351	---M--	200	added ('OK')	image/png	date:Mon,%2004%20Apr%202022%2016:35:44%20GMT	https://demo-joomla.chipblue.net/elito/images/about/shape1.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/about/shape1.png	(from https://demo-joomla.chipblue.net/elito/)
11:37:15	29386/29386	---M--	200	added ('OK')	image/png	date:Mon,%2004%20Apr%202022%2016:36:00%20GMT	https://demo-joomla.chipblue.net/elito/images/about/shape2.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/about/shape2.png	(from https://demo-joomla.chipblue.net/elito/)
11:37:17	678/678	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2008%20Dec%202023%2004:37:11%20GMT	https://demo-joomla.chipblue.net/elito/service-single.html	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/service-single.2e.delayed	(from https://demo-joomla.chipblue.net/elito/)
11:37:20	5714/5714	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Apr%202022%2014:04:42%20GMT	https://demo-joomla.chipblue.net/elito/images/work/1.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/work/1.png	(from https://demo-joomla.chipblue.net/elito/)
11:37:23	4041/4041	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Apr%202022%2014:04:52%20GMT	https://demo-joomla.chipblue.net/elito/images/work/2.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/work/2.png	(from https://demo-joomla.chipblue.net/elito/)
11:37:27	4866/4866	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Apr%202022%2014:05:00%20GMT	https://demo-joomla.chipblue.net/elito/images/work/3.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/work/3.png	(from https://demo-joomla.chipblue.net/elito/)
11:37:30	5096/5096	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Apr%202022%2014:05:10%20GMT	https://demo-joomla.chipblue.net/elito/images/work/4.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/work/4.png	(from https://demo-joomla.chipblue.net/elito/)
11:37:34	47584/47584	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Apr%202022%2014:56:38%20GMT	https://demo-joomla.chipblue.net/elito/images/project/img-1.jpg	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/project/img-1.jpg	(from https://demo-joomla.chipblue.net/elito/)
11:37:37	37939/37939	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Apr%202022%2014:56:38%20GMT	https://demo-joomla.chipblue.net/elito/images/project/img-2.jpg	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/project/img-2.jpg	(from https://demo-joomla.chipblue.net/elito/)
11:37:40	38401/38401	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Apr%202022%2014:56:38%20GMT	https://demo-joomla.chipblue.net/elito/images/project/img-3.jpg	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/project/img-3.jpg	(from https://demo-joomla.chipblue.net/elito/)
11:37:43	9025/9025	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Apr%202022%2012:22:42%20GMT	https://demo-joomla.chipblue.net/elito/images/project/line-1.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/project/line-1.png	(from https://demo-joomla.chipblue.net/elito/)
11:37:46	18826/18826	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Apr%202022%2012:21:32%20GMT	https://demo-joomla.chipblue.net/elito/images/project/line-2.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/project/line-2.png	(from https://demo-joomla.chipblue.net/elito/)
11:37:48	27229/27229	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Apr%202022%2015:02:16%20GMT	https://demo-joomla.chipblue.net/elito/images/testimonial/img-1.jpg	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/testimonial/img-1.jpg	(from https://demo-joomla.chipblue.net/elito/)
11:37:51	24696/24696	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Apr%202022%2015:02:16%20GMT	https://demo-joomla.chipblue.net/elito/images/testimonial/img-2.jpg	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/testimonial/img-2.jpg	(from https://demo-joomla.chipblue.net/elito/)
11:37:54	20428/20428	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Apr%202022%2015:02:16%20GMT	https://demo-joomla.chipblue.net/elito/images/testimonial/img-3.jpg	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/testimonial/img-3.jpg	(from https://demo-joomla.chipblue.net/elito/)
11:37:57	27117/27117	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Apr%202022%2015:02:16%20GMT	https://demo-joomla.chipblue.net/elito/images/testimonial/img-4.jpg	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/testimonial/img-4.jpg	(from https://demo-joomla.chipblue.net/elito/)
11:37:59	22087/22087	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Apr%202022%2015:02:16%20GMT	https://demo-joomla.chipblue.net/elito/images/testimonial/img-5.jpg	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/testimonial/img-5.jpg	(from https://demo-joomla.chipblue.net/elito/)
11:38:02	27994/27994	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Apr%202022%2015:02:16%20GMT	https://demo-joomla.chipblue.net/elito/images/testimonial/img-6.jpg	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/testimonial/img-6.jpg	(from https://demo-joomla.chipblue.net/elito/)
11:38:03	10143/10143	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Apr%202022%2015:02:18%20GMT	https://demo-joomla.chipblue.net/elito/images/testimonial/shape.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/testimonial/shape.png	(from https://demo-joomla.chipblue.net/elito/)
11:38:07	678/678	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2008%20Dec%202023%2004:38:01%20GMT	https://demo-joomla.chipblue.net/elito/pricing.html	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/pricing.3f.delayed	(from https://demo-joomla.chipblue.net/elito/)
11:38:11	70840/70840	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Apr%202022%2014:51:56%20GMT	https://demo-joomla.chipblue.net/elito/images/blog/img-6.jpg	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/blog/img-6.jpg	(from https://demo-joomla.chipblue.net/elito/)
11:38:13	20102/20102	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Dec%202023%2004:38:07%20GMT	https://demo-joomla.chipblue.net/elito/index.php/blog/have-evolved-over-the-years-sometimes-accident	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/index.php/blog/have-evolved-over-the-years-sometimes-accident.html	(from https://demo-joomla.chipblue.net/elito/)
11:38:18	42334/42334	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Apr%202022%2014:51:54%20GMT	https://demo-joomla.chipblue.net/elito/images/blog/img-4.jpg	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/blog/img-4.jpg	(from https://demo-joomla.chipblue.net/elito/)
11:38:20	19792/19792	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Dec%202023%2004:38:14%20GMT	https://demo-joomla.chipblue.net/elito/index.php/blog/the-internet-tend-to-repeat-predefined-chunks	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/index.php/blog/the-internet-tend-to-repeat-predefined-chunks.html	(from https://demo-joomla.chipblue.net/elito/)
11:38:23	19807/19807	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Dec%202023%2004:38:17%20GMT	https://demo-joomla.chipblue.net/elito/index.php/blog/the-internet-tend-to-repeat-predefined-chunks-2	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/index.php/blog/the-internet-tend-to-repeat-predefined-chunks-2.html	(from https://demo-joomla.chipblue.net/elito/)
11:38:28	54714/54714	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Apr%202022%2014:51:54%20GMT	https://demo-joomla.chipblue.net/elito/images/blog/img-5.jpg	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/blog/img-5.jpg	(from https://demo-joomla.chipblue.net/elito/)
11:38:30	20111/20111	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Dec%202023%2004:38:24%20GMT	https://demo-joomla.chipblue.net/elito/index.php/blog/the-standard-chunk-of-used-since-the-interested	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/index.php/blog/the-standard-chunk-of-used-since-the-interested.html	(from https://demo-joomla.chipblue.net/elito/)
11:38:33	1263/1263	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Dec%202022%2015:38:06%20GMT	https://demo-joomla.chipblue.net/elito/images/1.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/1.png	(from https://demo-joomla.chipblue.net/elito/)
11:38:38	1387/1387	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Dec%202022%2015:38:26%20GMT	https://demo-joomla.chipblue.net/elito/images/2.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/2.png	(from https://demo-joomla.chipblue.net/elito/)
11:38:41	2109/2109	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Dec%202022%2015:38:38%20GMT	https://demo-joomla.chipblue.net/elito/images/3.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/3.png	(from https://demo-joomla.chipblue.net/elito/)
11:38:44	1266/1266	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Dec%202022%2015:38:52%20GMT	https://demo-joomla.chipblue.net/elito/images/4.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/4.png	(from https://demo-joomla.chipblue.net/elito/)
11:38:50	78748/78748	---M--	200	added ('OK')	application/javascript	date:Mon,%2011%20Apr%202022%2017:33:08%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/js/bootstrap.bundle.min.js	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/js/bootstrap.bundle.min.js	(from https://demo-joomla.chipblue.net/elito/)
11:38:50	7014/7014	---M--	200	added ('OK')	application/javascript	date:Sun,%2001%20Aug%202021%2017:22:40%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/js/jquery.dlmenu.js	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/js/jquery.dlmenu.js	(from https://demo-joomla.chipblue.net/elito/)
11:38:56	944/944	---M--	200	added ('OK')	application/javascript	date:Sun,%2003%20Apr%202022%2017:44:20%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/js/moving-animation.js	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/js/moving-animation.js	(from https://demo-joomla.chipblue.net/elito/)
11:39:00	630579/630579	---M--	200	added ('OK')	application/javascript	date:Sun,%2010%20Apr%202022%2013:31:14%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/js/jquery-plugin-collection.js	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/js/jquery-plugin-collection.js	(from https://demo-joomla.chipblue.net/elito/)
11:39:01	21252/21252	---M--	200	added ('OK')	application/javascript	date:Sat,%2014%20Jan%202023%2000:44:52%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/js/script.js	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/js/script.js	(from https://demo-joomla.chipblue.net/elito/)
11:39:04	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2024%20May%202014%2002:31:42%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/themify.eot?-fvbane	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/themify9f24.eot	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/themify-icons.css)
11:39:08	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2024%20May%202014%2002:31:42%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/themify.eot?	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/themifyd41d.eot	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/themify-icons.css)
